sentence,label
不管东西如何，选得快递太垃圾了，出货太慢了。等了5.6天没送到,0
送朋友的，感觉还是够时尚的，使用效果还要观察！,1
空闲时阅读，也蛮有体会,1
帮朋友买的，不知道是否好用,1
料子很差，性价比不高，不舒服,0
质量太差，灯光直接就不亮！,0
全面了解唐太宗及其所处时代的文集，系统而又详实。,1
替我朋友买了一个，就是盒子有点旧了，所以还不是很满意,1
"看封面,以为是个女歌手,听了才明白,是个男歌手,嗓子还可以,不错音质清晰.",1
烂 才买来就很多地方就开线了 很多地方都没缝好 线头一大堆 他们好歹洗了一次才坏了 我拆开还没洗呢就快报废了 厉害,0
"可以,火力很大,夠用很好很好...",1
质量太差，物流不送货上门,0
内容还丰富，写的有不错。,1
安装方便，用料厚实牢固，很强大！！,1
还是有点差距的凑活吧一般一般,0
我不记得我是不是买过这个东西了,1
秋天的蚊子太厉害，蚊香器也不管用，不过还是比不用强,1
诶呀 他慢了 四五天才到 不知道是商家发货慢嗨是真的物流慢,0
商品和客服都很好，就是快递太慢，居然要一周才收到货！建议店家换快递合作商！,0
穿上痒不知道是不是因为蕾丝,0
跟网上的图片不一样的，一点都不好看，快递是很快3天就到了，很臭的味道，希望商家跟进一下,0
音质效果不理想，暂停键很容易碰到啊,0
印刷，字体清晰纸张也很好。,1
比较清晰，价格偏贵，啥时候jiangjia,1
1原创书评：描写了宋朝农民起义从兴起到失败的过程，说明农民起义是不彻底的革命。2阅读后真实的内心感受：不错。3.适合什么样的人阅读：少不看水浒,1
妈的B！什么都不能玩太差了,0
图片与实物不符合，差太多,0
也是小小的一包，个人是比较喜欢的。,1
很好很不错。送货快价格便宜,1
2015-12-23就确认收货了，到2016-1-14还没有收以发票；保温效果不是很好，装了热水不一会儿杯壳外面都暖起来了,0
但书也能涨价，以后号召朋友们，不要去京东买了。,0
服务态度恶劣，工作不认真，衣服掉线，还要自己承担学费，换回来的衣服还漏发腰带，差评,0
"衣服的质量好,大小合适,做工非常好,物流快,店家态度好给卖家5分.",1
棒棒的，就是有点瘦，材质不错,1
上下盘误差那么多你也敢出厂；厂家是不是也想在年轻希望倒闭,0
颜色很好看，喜欢死了，物有所值，值得购买。,1
鞋子掉色严重，穿了半天时间袜子就染成红色的了。,0
尺寸小了到现在也没有人来调掀换,0
很轻很舒服，颜色比图片好看！,1
货品还可以，只是看了外观，但还没有试用，试用后再评。,0
客服人很nice，快递也很给力，背带不错,1
鞋子太美啦，质量也不错，非常暖和。,1
超好看，很喜欢，朋友都认为真的,1
垫子收到，物流快，服务好，质量不错，很便宜，舒适度挺好，做工很好。,1
图像清晰，音质不错，价格便宜。,1
快递太慢。10天才到的。,0
了解中国传统养生技术的好书。不能因为李宏志的“功”就否定中国气功！,1
头盔样子一般般 质量一般 不是很满意 和同事买的40元钱头盔差不多 心里有点不平衡,0
脏的要命，以后再不光顾了，烂货，脏死兰,0
总体感觉还可以，挺好的,1
轻型纸，但是很不错。沙玛的书都很厚，但好看。,1
欺骗消费者，东西一点效果都没有,0
一派胡言。只骂美国，不反省自己。任何用来批评美国的话都可以把“美国”改成“中国”。,0
不知是什么原因，外包装没坏，但里面确是埋汰,0
参加活动199元到手，还是挺划算的,1
还不错，用了两瓶，有一次是送的。,1
差评 假毛 ！可恶 和图片的毛领不一样,0
过了这么久才来评价，是无语，商家把货都发错了，唉，，，，，，，,1
没有给我赠送坐垫，卖家连这点东西都坑啊...,0
怎么看都不像是真的 很无语,0
东西是好东西送货也很快，但是为什么发货那么慢…,1
款式时尚， 没有色差， 做工精致， 质量很好，满意。,1
一般一般啊。不值这个价钱,0
算得上是我最差最差的一次咖啡豆了,0
商品是否效果不明显。。。。。。。。。。。。。给力？快分享你的购买心得吧~,1
店主发货速度很快，实物很不错，很喜欢。会介绍朋友过来！,1
竟然是马上要过期的！如果是特意拿这种奶促销应该说明！,0
还可以吧，总觉得耗电快了。,1
给儿子玩的，但我觉得还是太袖珍了点吧,0
无良商家！买了两条，一条买小而且粘毛的厉害！大冬天根本不能配羊毛衫穿！退回去说没带小纸条不能退款！快递单号都给了依然不能退。京东客服出来也没个鸟用！劝告买家慎重！指望坑钱开店的卖家质量能好到哪！,0
可用空间有30G 好用,1
感觉是正品，音质不错，很好,1
抓地非常好，尺码偏小，建议购买大二码,1
总体感觉一般般没有想象中的好,1
太厚了！还有点长！！！！,0
就是送货太慢，物流害人,0
必须给差评！买的袜子和内裤 结果袜子都没发！都想爆粗口了！跟骗子有啥区别,0
质量有一般，根本和机子屏不合适，差评,0
新鲜、香脆，饭后零食很受用。,1
瓶口有研磨，瓶塞没有研磨，装水一试，漏。申请退货了。,1
不是很好，气味较大，孩子过敏！直接扔掉！,0
半个月妥妥的断了，也不好看。很长很窄。,0
收到还不错 打气筒太大了,1
锅都变形了，盖子也盖不稳，怎么看都是次品一个,0
踩空间可能就此年 的了可考虑年克里夫,0
十分不满意，与图差距太大，不太暖，还容易起球，毛线太差，做工粗糙，才带一天，就要坏了，真失望,0
商品使用中，目前暂无问题。但是在东芝官网上无法根据P/N或S/N查到维保信息，不知道是否是水货,0
东西有点脏 塑料包装都没有 太偷工减料了,0
烂，洗一次里面坏了！,0
没有用，不知道什么质量！！,0
看了图觉得不错就两本有货的都买了。挺童趣的。好评。,1
挺好的就是货运太慢了不是北京发货吗怎么这么慢,0
扶手上有残次！什么个情况？,0
很好，老板给力！！，点赞！！！,1
质量真心好，买几次了，一如既往的好!还会继续光顾！全五分，赞!快递小哥不错，赞！,1
眼镜很轻，戴上也挺好看的。显得很秀气。下周去配镜片。,1
包包物美价廉，很好，我老公很喜欢，物流超快，卖家态度很好，好评！,1
太垃圾了，特别是物流，申通发了多少天了，,0
物流太慢 衣服太大 起毛 描述完毕,0
东西挺不错的 物流挺快的,1
每包都好吃，爸爸妈妈很开心。,1
蚊帐超好看的，嫩黄色是我想要的，而且孔很小不怕有小蚊子飞入。,1
质量不好，不是很理想！,0
很好质量不错丶有点大，好好！,1
发反反复复反反复复反反复复反反复复反反复复反反复复,0
质量不行，换了一次了，这次镜片上又有刮痕,0
一星都给多了 二手 包装拆得太离谱.便宜东西 不想给你折腾 扔了就是,0
一般般吧，质量不咋地,0
太甜，不好吃，一股子香精味道,0
看着很小巧，很适合淑女的，简洁大方。,1
内容不错，实用，跟平时的实际工作还是有共同之处的,1
"扣字一洗就掉了,其它的还好",0
质量很好，很方便，不错的宝贝,1
说好给改物流信息，结果客服没给改送到别的地方去了,0
还不错 穿着舒服 不磨脚,1
挺好的，邮递速度很快,0
不会装 只好放一边了,0
皱皱巴巴，包装粗糙，这么说大家应该就懂了…,0
有一定无线通信基础以后看这本书还是会很有收获的~,1
不错，换灯泡买的，很神奇，塑胶的,1
质量不怎么好，刚穿就破个洞，每双都是,0
样式美观，质量不错，挺喜欢，就是看错了，没买枕套,1
呵宝的东西真的很烂，以为大牌子可以信赖，补寄过来的还是质量很差，还补了25块运费，以后再也不会光顾此家了！,0
质量太差，第一天穿就坏了，商家一直说是我人为，买了鞋子还能一穿就坏的，客服态度冷淡，服务态度差，大家不要去光顾他家店，我们是消费者，差，差，差，，我们下次还能信京东吗？,0
bb很好，也不甘，保湿效果也好,1
买了两对，只寄来一对，还不给退款,0
很好用哦！识别度非常高，非常灵敏～手感也好，包装也没的说！,1
发货够快，昨天下单今天就拿到了还多送了个口罩好店家,1
送朋友的生日礼物，十多年的朋友，每年都有给对方送礼物的习惯，虽然不算很贵重，但她说这个吊坠是所有礼物中最喜欢的,1
不好吃，而且有个什么味道，很难闻，和港荣的差太远了，不该看到便宜买，浪费了，扔了,0
江村经济、禄村农田，费老的经典，也是世界人类学里程碑式的著作,1
买了两个一蓝一粉两个，粉色的送人才用了两天就发现杯子内壁有裂缝。太尴尬了.....,0
包比较好用，质量还可以，个人喜欢，快递员给力,1
退钱东西送哪去了，来来回回你们太不负责了,0
软梯的质量实在太一般了，觉得这么高的价格不值。,0
说了给我发一把剑身不刻字的，结果还是给我发了一把剑身刻字的，剑把手和剑尖不是一条直线剑尖偏左，这质量800和500有什么区别啊,0
你的时候就是一直存在！这是我的心里,1
没色差和图片一样，料子很舒服，款式我也喜欢，这条裤子我个人感觉很好。,1
很黑，大家注意了！！！,0
不到两个月，铜丝都露出来了，质量肯定不好啊。刚买7天内态度好，现在态度就变了。差评差评！,0
蛮可爱的，就是有点小贵。,1
里面都是些什么歌啊？一首刘若英的经典都没有，全是她的冷门歌曲，大大的差评@！,0
太薄了！不过还可以！,0
快递小哥很给力。。。。,1
这个味道宝宝也喜欢，没抵制过。而且还中了奖再来一盒，就是不知道再哪兑换,1
非常好用，孩子都学会刷牙了，她说超级喜欢这样的牙刷。,1
别怪我差评，是你们自己做的差，送的不是京东的快递，东西到了直接扔那里我们都没检查就走了，我写的发票也没有寄过来，你们搞什么都不知道，发票没有以后我都不知道凭什么保证产品质量,0
我想评0分，太滥竽充数了，好几个空袋子,0
孩子还没有看到，一定会喜欢,1
"挺好用的,泡沫很多,价格合理,下次还会再来.",1
我的宝贝已收到，试穿很满意，鞋子的质量很好，卖家的服务态度特别好，给5分,1
东西一般，性价比很高，值得买。但快递太让我不满意，周日下单，周五下午才拿到东西，本想拒收的，确实急用，还是收了。,0
垃圾，44码没有42码大，,0
特别硬，特别难穿，只穿了一次就不再穿了,1
坑人的货，还不如超市卖的好吃，又贵，不建议大家买,0
这个品牌的家居用品都很好，多次购买！,1
棋盒质量太差，棋子老小了，孩子玩了一次就不要玩了，唉！这质量真心的伤不起！便宜，懒得退了。,0
东西一般 太贵了 ca蛋,0
买这么多东西到现在第一次看到差的东西。大家不要被图片骗了。做工太差了，买60个20个是贴不好的。不知道怎么拿的出手送喜糖，本来是好事，送出去都不敢了。,0
产品很好，洗得多也安静。就是不知道为什么还没给我发票！,1
就是里面的歌不是MTV,1
与图片相比 碗太小！不值***钱！唉！,0
颜色很丑，我买的是金色，而且价格相较之前用的贵好多，另外材质感觉很LOW，不值这个钱,0
量不多，贵，口感还不错。,1
每次打球有时一不小心伤到脚，这次买了这个，到刚试了下，踝得很舒适不紧绷，效果很好。五星,1
和广告上的差异太多，布料也不是牛仔布。,0
物流太垃圾订单20多天才到，客服服务也不是很好！,0
怎么耳塞一边声音大一边声音小，真不知道这到底什么,0
换购的比较实惠，没有异味，给宝宝试了一下很不错。,1
原本拍了黑色的，发了棕色的给我也就算了，才穿一个月就成了这样..…………,0
补水效果真心不错，用的也很舒服,1
挺好的，车底容易清洗了，可是角度还是不够啊,1
东西不行和原图不付质量也差的太远,0
不错，宝贝玩的很开心！,1
宝贝收到，还是很好，这是给公司买用的，质量很不错，包装的挺严实的，音质还清晰，挺满意的,1
杯子，实在是不给力啊，根本没有保温，图案一擦就没了，根本就是劣质产品,0
正品無疑，已經第四次購買，很好，發貨快,1
质量一般，防水台不高，穿着累！,0
"快递速度不错 ,宝贝质量很好,服务态度不错",1
好吃，宝贝很喜欢，和超市买的一样，但便宜些,1
蛋卷很好吃，巧克力和香草味相比，更喜欢香草味的,1
没有小袋鼠，不知道是不是正品,0
一直用的牌子，在他家买好几次了，会一直用下去,1
质量一般，领导说是盗版的,1
真的比我第一次在专柜买的包装low逼很多 表盘颜色也稍暗 是因为第一块尼维达的石英表用了四五年一直没停 才再次选择 失望哦,0
很好很实用。下回再买。,1
真心觉得不好，圈太大，而且太轻，质量也不如街上卖的四十块钱的好,0
养生保健茶饮书，很不错的，买了两本，一本自己看，一本送人,1
老婆买的，我还没看，开卷有益吧！,1
垃圾表，连剪表的都没有,0
已经使用了一段时间了，反映还不错,1
log哦p复发亏自由的爱,1
质量差，有色差，屎黄色，说多了都是泪……,0
设计比较合理，今天实战用了下，总体不错，展开方便。竟然还设计了个杯架，很有心思。,1
比较硬，还超级大，39码数相当于42的码数。,0
这书不错，值得买。希望我能学会做包包。,1
我湿气重！听说吃薏仁有效！煮了几次挺麻烦的，直接上网买，冲泡一下很方便，祛湿效果也很好。,1
实在太差了.不是皮的而且边缘很硬！也就值地摊的价格！真不明白前面的买家怎么评的！误导消费者！,0
很好吃不错不错???,1
一套买的，总体上算可以了的,1
京东价是18元，发票开是20.9元，比原来一只贵了2.9元！,0
质量根本不行，才刚到充气一试，刚躺下就爆了，吓死了。而且也和卖家说的不一样。不要相信,0
质量不好，而且很难吃，可惜钱了,0
漂亮，质量好。还送了打孔器。,1
手机钢化膜超级赞！东西齐全！,1
办公室使用，已经多次购买………,1
质量好 价格实惠 和图片一样 满意,1
裤子和描述不否，准备退货的，可客服说的有点麻烦，就算了,0
买两只，只给我发了一只过来，还有一只到现在都没有收到,0
买了这么久现在都还有刺鼻的味道，不敢用,0
这个价格买到这样的好杯子，值了！,1
说衣服透气，结果的唔我一身汗，问售后她说夏天穿什么衣服都出汗，我问她怎么不透气，她回答我夏天穿什么都出汗，根本不透气，购物 需 谨 慎，发货超级慢，拍好货2天后才给发的货。,0
基本满意，能包邮就更好了！,1
锁一般，也不是很好。设计方面太简单了，外观不够完美。,0
公司统一购买的，还行吧,1
这个套餐在哪里？这不是赠的么？根本就没给我，我就只有一个锅。怎么评分。,0
京东服务态度不敢恭维！,0
这条颜色错了，发给我的是土黄色，我需要店家的解释,0
非常不满意我要的是纯棉来的是加绒不是我理想中的,0
四个角也是无法摆平，垫个垫子凑合摆着！退回去怕摔烂，再也不会在这家购买！差评,0
很不错的一款T恤，质量很好，版型好看，面料穿上很舒服！,1
我十一号定的，二十四号才收到货,0
说是跑步鞋，但是个人觉得还是有些底儿硬,1
看了一下，讲的还挺细的,0
不跟这个电脑键盘一样。,0
不知道真假，比我以前买的小瓶些！,1
感觉还可以 服务不错,1
物流好慢，还是自己去的切物流服务态度差,0
什么破玩意，不咋地。什么破玩意，不咋地。,0
下订单是160码的，收到却是130码的，现在小孩子穿不了都已经扔掉了，明明是商家出错的，却要我自己出快递费寄回去换，希望商家和京东平台能给个说法……,0
只能说 看上去很美;其他感受没有.,0
帮同事买的，同事说质量很好，很好看，穿起来也很舒服，让我再帮他买一双！,1
还行。主要是小孩喜欢。,1
帮朋友买的，她一直在喝,1
看着感觉不错！值得关注...,1
图片和实物有差距，包装的更是垃圾中的战斗机！一次失败的购物！！！！,0
箱子不错，但售后态度极端恶劣,0
没什么用，买这套资料简直就是浪费时间，浪费资金…,1
有划痕，还说不算毛病！退货邮费还得自己付！衣服帽子太大，戴上都看不见路，比例失调，身儿太肥！,0
质量很好，关键是性价比太高了,1
挺好好的，还送了装饰的蝴蝶。很逼真感觉很好,1
难以安装支架，太不方便了！,0
很漂亮，款式不错，喜欢。,1
每个到他那个位置的人也许都有一些脾气，毕竟不是伟人，一个职业球员能做的他都做了，很棒,1
假的吃了头疼原以为京东无假货，最失败的一次购物,0
速度飞快，值得永远。速度飞快，值得永远。速度飞快，值得永远。速度飞快，值得永远。,1
速度快 很好 超值 实用 价值高,1
跟图片的不一样…还没有歌…差差差,0
明明是冬天的袜子说成夏天的,1
儿子喜欢，但是质量却不太敢恭维，连接处很松，有的还连不上，稍微一碰就掉了。,0
刚刚收到，就迫不及待的打开尝了一下，枣实在太硬了，都咬不动的感觉，不是很满意,0
帮朋友买的，发货速度很快。,1
发货太慢了吧 半个多月,0
刚收到感觉挺好的，然后穿了一次，袜子竟然起球了。。。。。,0
怀着一种被骗的感觉吃这个东西 真心难吃 太难吃了 有一股骗子味道 这么大的企业 骗一个消费者 说好的台历呢？？大骗子！！,0
东西满意！儿子也愿意坐！感谢送的凉席，不然这么热的天气，真的受不了！这个东西对得起这个价位！我们看说明，网上下载视频才把这安全座椅安装好的！感谢京东帮我处理好一直确认不了收货信息！,1
一开始不会用给弄坏了还可以,0
所以，台灯是塑料材质，唯一的金属材质部分因为双面胶粘的不结实掉下来了。。。可以选择零颗星吗？,0
鞋子的码子能不能准确一点啊，挑大一号的鞋都挤脚，穿起来不是很舒服。,0
太不结实了，买了两天，表盘就掉了，返修还好麻烦,0
差极了 有黄的 不好 只有价格合适,0
帮公司买的，财务扫描单据用，效果不错，很快，推荐。,1
很好的书，对穴位了解了很多,1
不错，很喜欢，虽然双十一物流有点慢，但是送货员还是尽心尽力，很令人感动哦。书也不错，正版,1
漂亮还是漂亮，就是有臭味太大了,1
不好，不好，不好好好好,1
快递很快，书本保护良好，值得拥有,1
安装很麻烦，但是东西非常好，安静，散热好,1
这圆通快递员是神探飞机头吗？上面写着防潮防压小心轻放，盒子都变这样了，还好是手机壳，其他东西早坏了，商家做个解释啊,0
包装受压变形、破损，底座支撑足缺失！差！差！差！,0
东西挺好，无客服可言,0
买了这只包以后，再也不想在京东买包包了。,0
还可以，但是上面的金属扣不太好用,1
垃圾东西，电池两头都变形了还有送货超慢,0
用了不到一个月，头就脱了！,0
这件东东很不错的哦！,1
质量非常差，做工丑陋！,0
还不错！挺好的！质量跟我想的是一样的！给个赞！,0
还可以 就是有点小。早知道要一个大一点的号了,1
用来给宝宝喝水喝果汁喂药，方便。&#039;,1
买一段时间了，还末使用，不知效果如何,0
头盔质量好，实惠便宜，带上去很酷有型。,1
感觉不是新茶，口感苦涩，茶叶颜色发黑发黄,0
非常不错 谁用谁知道,1
快递服务极差，不按地址送货，要我跑十多公里去取快递。难明？京东没监管吗？物品还可以。,0
鞋子收到了，和图片有差异，有只鞋底还是斜的，,0
很好 很好 很好 很好 很好 很好 很好 很好,1
差，变形，一点都不值,0
快递能快点吗，等死了，还没发货。,0
好大啊，比正常的3大了好几个号，裤子太肥,0
50米左右不是非常清晰,1
宝贝质量很好，做工很精致，发货快，好评！,1
电池不行 和原配的差距大,0
有售前，无售后，客服一个推一个，态度冷淡，傲慢，多次联系无果，下单时客服说可以拆封，售后却说开封了不能退，试问不开封怎么能看到产品是否正品。原来这家并不支持退货。诚信才能做大市场,0
目前用起来挺好，看看能用多久吧,1
很不错，看起来高端大气哦。,1
叉叉叉。 没有给我送。说好的送一个。 没有送。,0
假如快递再送货上门就好了！因为，顺丰和京东都可以送货上门呀！购物最大的障碍就是老人去小区外大门口取货真的不方便！所以，由于快递原因尽量只买京东自营的了！,0
东西不错，很好用，下次再买。,1
快递员是个蠢货。放错快递想,1
质量不太好，有一件两边腋下都裂了一个口。,0
墙贴特别好很喜欢就是老板有点抠 。第一次买给少发一张本来答应补发后来为了减少他们损失我又买了两张免邮发过来 给他们省了快递费还舍不得送一小张贴花,1
发过来的书有点旧，有折痕像是被看过了的。,0
没有任何一首歌是喜欢的,0
第二次买，这次比较失望，包装太简陋，快递运送过程中又粗暴，拿到手的时候日历一角被磨坏了还沾上了泥污，本来买来是要送人的，这个样子该怎么送人？,0
这那里红米三的，是红米二的吧？也小太多了，瞧这边上空的,0
真的很不错，图像还挺清晰的，效果还不错，晚上也看的清晰，值得购买！,1
书很好，很满意，是正版的,1
快遞不老實，貨分明未送达，系統上前一天就入簽收。,0
差评 毛病太多 买的朋友慎重需要问清各种问题,0
热量来的慢！没有老款的好用！！！,0
挺好看 买不到咖啡色或是棕色的眼线笔 用这个中和一下 感觉不错 好用,1
打底裤不错，很暖和，高腰的,1
衣服偏小，质量一般，难得退了。,0
唇膏很滋润，赠品很多，谢谢,1
这商品可以，决定用完再次购买。,1
值得推荐，适合好学的孩子。,1
有次洗衣服，完了就变黄色了，放那几天，都快黑了。。。。啥玩意。。。,0
太慢慢慢慢慢慢慢慢慢慢慢了。,0
估计是退换过多次的东西 目前没发现少东西,0
说好的赠品呢，里边都没油怎么用啊，这不骗人吗,0
看起来还不错的东西，挺好的,1
东西用料不错，但是容量有点小,1
一切良好，进水会坑，各位小心。,1
收到高兴一阵后，今早拆包装配后发现，装上电池后盖不能按上，电池明显厚了，是不是都这样？ 请问ZTE/中兴 GA360 腕表怎么处理。,0
给娃囤货用的，同事推荐的，手感还不错,1
衣服面料不好，有点皱,0
床很稳当，白色看起来很干净。,1
额鹅鹅鹅呃呃呃呃呃呃呃呃呃呃呃呃额,1
给朋友的朋友买的详细我没有看啦,1
物流有点慢，电池根本不能用，充几分钟就显示充慢，充满后用了不到十分钟就自动关机了,0
泉林本色 除霾公益活动 140克10卷空芯卷卷纸 卫生纸,1
还行，一堆，够用一阵子了。,1
质量很好，灯很亮，满意,1
料子还可以，其实就跟外面买10块钱/条左右的差不多，穿上也舒服。,1
《阀d门：阀i门l销np售和s采u购人员必读C》（F孙晓霞）【摘要 书评 试读】- 图书,1
太一般般啦。后悔莫及哦,0
这么长时间才来评价，我司机台下的都开会脱丝了，一般一般吧,0
挺不错的，就是黑色的容易脏，粘毛毛，不太好打理，建议还是买别的颜色,1
貌似比超市的价格要贵呀！买亏了,1
客观的说，作为圆珠笔书写体验很棒，不过确实还达不到水笔的流畅度。外观与uniball官网的图片略有出入。,1
买就是为了物流快，好嘛。一个多星期才到，到了所在城市还不送货，非得过个几天，差评没的说！！！,0
真是最不愉快的一次购物，这样的鞋子哪里值这个价位呀。白色的地方都已经掉色了。,0
给侄女买的衣服，同时买了两件其中一件已经到货三天，另一件还不知道在哪个小角落，再说到这个质量看布料也就一般般，真心不值这个价位。但是良心的说款式还是可以的。,0
帽子不错，就是商家开的发票很坑，难道分不清发票和收据吗？！,1
送货快质量优惠活动、不错！喃喃呐呐,1
戴了半个月，表带里边脱皮起点，自己看图，次品，已经扔垃圾箱不带了,0
客服很有耐心，东东也很不错，值得大家购买！,1
物有所值！自己比较满意。,1
很好吃不错不错不错不错,1
两件衣服都有黄色污渍 ，洗都洗不掉,0
很漂亮的照片墙，安装非常方便，轻松搞定安装，下次再有装饰就来你家买啦，值得信赖的商家！,1
很显老，但是买来凑合一下还是可以的。,1
不好。给了钱没收到货，不给退款，亲们别上当了，也许下一个就是你。***就当给你丧葬了。大家别上当了。我绝不是同行。就是顾客！再有人买，我还买大不了就是浪费，我也要给差评！贱卖家！,0
圆通垃圾17号26号收到货？？？？？？？？,0
真可以说：五差评！太烂！,0
请问，东西都一个月了也没收到，显示还收货了，是谁收了？,0
很好。东西很好。物流很快,1
实物跟图片不同 心塞啊,0
特别沉，买的后悔了，还掉色,0
发货速度非常快，花也很好看,1
质量差！网上看迷死了！买回来吓死了！,0
本想考研用的，结果工作突然忙起来了，就没怎么看，来年再战吧～,1
对于此书中所涉及的操作指导与实际的操作内容有出入。,0
还行吧，就是价格偏高，不够实惠。还行吧，就是价格偏高，不够实惠。,1
耳机带着不方便，听几个小时就没电了。,0
第一次发错货了，可以原谅，第二次发来，电池略大，不能用。50多块钱，不折腾了。,0
一分是给客服差评，真是属于太极专家级别，服了！,0
什么破玩意，鞋两边穿鞋带的孔都不一般多。无了个语。,0
垃圾店，买件衣服还送错了颜色，更气的就是鞋子等了十天才收到，衣服质量还不好，鞋子退掉，下次在也不到这个店买了，垃圾,0
码数偏小，聚拢效果一般,1
刀尔登的文章有趣有料,1
一般般了，送的就没什么好说的了,1
安装电联了一个多星期下来安装，装上去还中间是凹进去了，无语…售后需要加强…京东名声千万别这样令我失望…是看中京东才来买的…,0
还行，就是赠品和上面不一样？哎,0
我明明买的是小熊图案的，寄过来的是笑脸！东西不贵懒得过问！,0
效果不错，三节七号电池。,1
太磨脚了，穿了一次脚磨了块皮掉了，质量一般般,0
亮度很好，做工也不错。就是颜色发错了，要的白色发的暖色。,0
物流很快，物品很好，还会再光顾。,1
一来就是烂的 不知道什么时候给退换,0
先看看再说了 日后再追加评论吧,1
快递到了后，发现实际的商品与卖家商品图片不符合，图片标示为25g，实际为15g。。貌似商品不太正，不敢用。 而且商品标注的是买2盒送1盒的，却并没有送。。 请大家慎重。。,0
说货到付款，可快递送到了 为什么不让拆包，先交钱再试呢？,0
不好！好薄！就像一层纱一样！而且什么都没有！一个防水垫也没有！不知道能用几次！,0
裤子穿着很舒服 大小刚合适 老顾客了 穿着放心呢,1
质量很好，服务态度好，支持五星,1
这质量，还没一件体恤衫重，轻飘飘的，洗一下就掉色，还有很多邹纹,0
还可以吧，正用呢望好用吧,1
表的快递速度很好，就是表走走停停，要嘛就是快，有时会快一个多小时,0
和订的不是一个颜色换了一次还是不对也不想换了希望卖家能对消费者负点责任,1
这个书外观好看，但在现实来说不适用！,0
还好，就是重点，真不锈钢,1
假的，根本就不是蓝膜，钢化膜是很撇的那种,1
快递乌龟慢。提前4天下的单。宝宝都出生2天还没到货。无语,0
此款商品超级有刺激性气味！！我直接从车窗飞出去了！！！,0
这个失误，收到货傻眼了，太小了，没仔细看尺寸,1
挺好看的，满意，下次还来。。,1
根本不是原装的。。什么烂线啊,0
没有什么卵用，内容都过时了，,0
价格实惠，物流很不错,1
大小可以，就是有点色差，整体还是可以的！,1
还行吧，垫子蛮厚实的。用的舒服,1
全新2014年俄罗斯索契冬奥会100卢布AA普通版纪念钞。美中不足的是防伪透明窗部分不太平整，应该将其压平。,1
小毯子不错，买了好几块，说好送的粘接条呢？就两厘米长，怎么都粘接不好，说的送，就是这样的？？？？,0
很好，非常的不错~~~~~~~~~~~~~~~,1
我本来以为买的是三脚架，结果只是个蛮小的底座,1
早上轻点，晚上重点，太薄了，站上去怕碎掉。,0
包装极差，五个头罩全部破损，更换补灯罩太慢了。客服太差了,0
我要求开发票的，但一直不给我开发票。,0
太坑人了／我在市场买才*元，没想到这要*几，骗子，,0
车子外观很好，但是说的缓启动了？特别是后退的时候，小孩经常是头向后甩的。。。吓死宝宝了,0
眼睛样式不错，就是自己拿到的眼镜左脚是翘的，所以申请换货！钻倒是全的。,0
太垃圾了，用一次就断了,0
好小，没有笔~~~~~~不方便使用~~~~~~~~~~~~···,1
还不错，寒假大发时间,1
不知是否真皮，目前感觉还好！缝合时注意密实，否则里面会有空的感觉,1
很实用，测试也比较精确。,1
太贵，不实用！比商店还贵,0
手机好，声音大，待机时间长，是适合老年人用好手机值得打5分,1
很划算噢，超高的性价比，物超所值，用着舒服，手感超好！,1
太坑人吧，就那么一点。而且味道还很一般！！！,0
发了玫红色支架的，很俗气，很难看。很小，经线就四条，根本不适合教学和学生使用。,0
太失望了，一点都收不了副乳。,0
什么衣服破衣服！还没穿就用清水洗了一下，皱巴巴的，起了一身球！还*,0
品和PINHO创意水晶玻璃带把快速红酒醒酒器天鹅 葡萄酒分酒壶大肚滤酒器,1
送人的，不过看外表很好,1
太坑了，五年的苗那么小,0
"HART金龙护驾668L方向盘锁（青龙蓝冰）,防盗锁,T型锁,汽车防盗器",1
容量很大，可以放很多衣服，能满足需要,1
售后 态度 物流 都是狗屎 真狗屎,0
这套没有想象的好，总觉得太单薄，性价比不高,1
滴两滴木头裂了 服了,0
真心难吃啊，不知道是这个草莓干坏了还是怎样，反正吃到嘴里那滋味真是没法形容，本来以为是因为我自己口味问题，但是几个同事都试吃了一下，都觉得超级难吃，结果就一人一口，全都扔了！好浪费！,0
收到的货穿了个大大的洞，退货了，几个月还不退运费！,0
差甲，穿了一次，洗的时候就退色了，,0
一本1cm 书壳两张4毫米 书一半英文一半中文 反正我看不懂,0
质量超级差这样质量15我买了也不会差评 35简直是坑人,0
与卖家描述的完全一致，发货速度快,1
简直就是浪费钱，下订单，n年才给发货网上随便一节视频就讲完了京东购物最差劲的一次。。。。。。。。。。。。。,0
伯克一出手就是大家手笔，值得推荐。,1
质量不行，穿两次洗过就一个洞！！,0
还不错，挺能抗风的！,1
差评，差评，托盘呢？托盘呢？托盘呢？就这么骗人呢？擦,0
袜子不错啊被上帝遗忘了！,1
质量很不错。可惜带着太大了，而且只有这一个型号,1
物流慢啊 10天了 17号买的 27号来的 耽误我多少事啊,0
这件衣服不到一个月就降了*钱，太伤心了，由此可见衣服的质量。。。。。。。。。。,0
这次购买是最差，发货发不齐商家服务很差。,0
物流比较快，就是商家发错货了，发大一码了,0
京东商品货真价实，服务快捷。,1
很方便，可以直接把手机内容投屏到电视上，不受软件限制,1
没有想象的那么好!速度不是很准!为了防止超速调高了5公里!,1
